"世界这么大还是遇见你 - 程响 
","['背包塞满青涩的回忆 \n', '就要踏上成长的旅程 \n', '就到 这个路口 \n', '你就不要送我 你快回去 \n', '相逢又告别一句再见 \n', '过去的一切不会重现 \n', '失落的时候 \n', '请像我一样相信你自己 \n', '世界这么大还是遇见你 \n', '多少次疯狂 多少天真 \n', '一起做过梦 \n', '有一天我们会重逢故里 \n', '世界这么大还是遇见你 \n', '一起走过许多个四季 \n', '天南地北 \n', '别忘记我们之间的情谊 \n', '背包塞满青涩的回忆 \n', '就要踏上成长的旅程 \n', '就到 这个路口 \n', '你就不要送我 你快回去 \n', '相逢又告别一句再见 \n', '过去的一切不会重现 \n', '失落的时候 \n', '请像我一样相信你自己 \n', '世界这么大还是遇见你 \n', '多少次疯狂 多少天真 \n', '一起做过梦 \n', '有一天我们会重逢故里 \n', '世界这么大还是遇见你 \n', '一起走过许多个四季 \n', '天南地北 \n', '别忘记我们之间的情谊 \n', '世界这么大还是遇见你 \n', '多少次疯狂 多少天真 \n', '一起做过梦 \n', '有一天我们会重逢故里 \n', '世界这么大还是遇见你 \n', '一起走过许多个四季 \n', '天南地北 \n', '别忘记我们之间的情谊 \n', '世界这么大还是遇见你 \n', '多少次疯狂 多少天真 \n', '一起做过梦 \n', '有一天我们会重逢故里 \n', '世界这么大还是遇见你 \n', '一起走过许多个四季 \n', '天南地北 \n', '别忘记我们之间的情谊 ']"
"你的答案 - 阿冗  
","['也许世界就这样 \n', '我也还在路上 \n', '没有人能诉说 \n', '也许我只能沉默 \n', '眼泪湿润眼眶 \n', '可又不甘懦弱 \n', '低着头 期待白昼 \n', '接受所有的嘲讽 \n', '向着风 拥抱彩虹 \n', '勇敢的向前走 \n', '黎明的那道光 \n', '会越过黑暗 \n', '打破一切恐惧我能 \n', '找到答案 \n', '哪怕要逆着光 \n', '就驱散黑暗 \n', '丢弃所有的负担 \n', '不再孤单 \n', '不再孤单 \n', '也许世界就这样 \n', '我也还在路上 \n', '没有人能诉说 \n', '也许我只能沉默 \n', '眼泪湿润眼眶 \n', '可又不甘懦弱 \n', '低着头 期待白昼 \n', '接受所有的嘲讽 \n', '向着风 拥抱彩虹 \n', '勇敢的向前走 \n', '黎明的那道光 \n', '会越过黑暗 \n', '打破一切恐惧我能 \n', '找到答案 \n', '哪怕要逆着光 \n', '就驱散黑暗 \n', '丢弃所有的负担 \n', '不再孤单 \n', '不再孤单 \n', '黎明的那道光 \n', '会越过黑暗 \n', '打破一切恐惧我能 \n', '找到答案 \n', '哪怕要逆着光 \n', '就驱散黑暗 \n', '有一万种的力量 \n', '淹没孤单 \n', '不再孤单 \n', '也许世界就这样 \n', '我也还在路上 \n', '没有人能诉说 \n', '也许我只能沉默 \n', '眼泪湿润眼眶 \n', '可又不甘懦弱 ']"
"四季予你 - 程响 
","['送你三月的风 六月的雨 九月的风景 \n', '让我余生都有关于你 \n', '只如 初见 回忆却在蔓延 \n', '就像夜晚的甜点 \n', '连我的梦境 都变甘甜 \n', '我愿意为你放弃曾经那些年少轻狂 \n', '不去再管所谓流浪或者远方 \n', '只想在你身旁把这情歌慢慢唱 \n', '送你三月的风 六月的雨 九月的风景 \n', '大雪漫天飘零 做你的嫁衣 多美丽 \n', '送你每个梦境 每次清醒 陪伴的长情 \n', '让我余生都有关于你 \n', '我愿意为你放弃曾经那些年少轻狂 \n', '不去再管所谓流浪或者远方 \n', '只想在你身旁把这情歌慢慢唱 \n', '送你三月的风 六月的雨 九月的风景 \n', '大雪漫天飘零 做你的嫁衣 多美丽 \n', '送你每个梦境 每次清醒 陪伴的长情 \n', '让我余生都有关于你 \n', '嘿 耶一耶 \n', '送你三月的风 六月的雨 九月的风景 \n', '大雪漫天飘零 做你的嫁衣 多美丽 \n', '送你每个梦境 每次清醒 陪伴的长情 \n', '让我余生都有关于你 \n', '送你三月的风 六月的雨 九月的风景 \n', '大雪漫天飘零 做你的嫁衣 多美丽 \n', '如果岁月无情 你我老去 所有都渐渐忘记 \n', '我会把你姓名刻心底 \n', '因为你是此生的唯一 ']"
"天下 - 谭维维 
","['啊 \n', '灼灼目光 森森剑芒 \n', '登临远望 云气方张 \n', '带甲百万 衣履铿锵 \n', '同声呼唤 尽作秦腔 \n', '啊 \n', '谭维维： \n', '记取昨夜风凉起看四野八荒 \n', '极目无边天地广 \n', '伤心岁岁伤心岁岁扰攘 \n', '演兵高原牧场饮马长江晚浪 \n', '传讯九州归一统 \n', '舞动六合舞动六合无恙 \n', '五百年裂土封疆 \n', '人间变幻兴亡 \n', '残垣痛定英雄泪 \n', '奋我弘毅自强 \n', '总我万里河山 \n', '吞吐风云气象 \n', '平天下 开新宇 功昭日月长 \n', '合唱： \n', '披坚执锐 不可阻挡 \n', '混沌天下 肇始皇纲 \n', '克绍先烈 祖述炎黄 \n', '泱泱大国 铁血担当 \n', '啊 ']"
"小小新娘花 - 孙露 
","['风儿吹来了童年的一幅画 \n', '你陪着我在那过家家 \n', '竹林是我们的家 \n', '竹叶是你送我的花 \n', '抬头见你笑得那么的无暇 \n', '风儿吹来了童年的一幅画 \n', '你陪着我在那过家家 \n', '你为我采下那朵 \n', '那朵美丽的新娘花 \n', '童真故事把你我梦幻留下 \n', '小小的新娘花你是否还记得它 \n', '如今的我们早已经长大 \n', '你的身边是否已经有了她 \n', '你依然是我梦中的神话 \n', '小小的新娘花你是否还记得它 \n', '如今的我们早已经长大 \n', '你的身边是否已经有了她 \n', '你依然是我梦中的神话 神话 \n', '风儿吹来了童年的一幅画 \n', '你陪着我在那过家家 \n', '你为我采下那朵 \n', '那朵美丽的新娘花 \n', '童真故事把你我梦幻留下 \n', '小小的新娘花你是否还记得它 \n', '如今的我们早已经长大 \n', '你的身边是否已经有了她 \n', '你依然是我梦中的神话 \n', '小小的新娘花你是否还记得它 \n', '如今的我们早已经长大 \n', '你的身边是否已经有了她 \n', '你依然是我梦中的神话 神话 ']"
"我看到你看到我看着你看着我 - 谭杰希 
","['我看到你看到我看着你看着我 \n', '我感觉你对我的感觉 不太好说 \n', '我问你几个问题 问完你就吻我 \n', '开玩笑 你在笑玩笑 还是在笑我 \n', '在这 \n', '月黑风高 迷离的夜晚 \n', '眉来眼去 讯息的交换 \n', '两个寂寞 灵魂的碰撞 \n', '我想你也在想 \n', '爱神终于降临到身旁 \n', '换掉用了三年的床单 \n', 'Hu 嘿嘿嘿 \n', '你说 \n', '欣赏我这样简简单单 \n', '佩服我的早睡早起床 \n', '崇拜我经历大风大浪 \n', '人生真的难讲 hu \n', '你要不要买一份保单 \n', '年底还有抽奖 \n', '我看到你看到我看着你看着我 \n', '我感觉你对我的感觉 不太好说 \n', '我问你几个问题 问完你就吻我 \n', '开玩笑 你在笑玩笑 还是在笑我 \n', '在这 \n', '月黑风高 迷离的夜晚 \n', '眉来眼去 讯息的交换 \n', '两个寂寞 灵魂的碰撞 \n', '我想你也在想 \n', '爱神终于降临到身旁 \n', '换掉用了三年的床单 \n', 'Hu 嘿嘿嘿 \n', '你说 \n', '欣赏我这样简简单单 \n', '佩服我的早睡早起床 \n', '崇拜我经历大风大浪 \n', '人生真的难讲 hu \n', '你要不要买一份保单 \n', '年底还有抽奖 \n', '若你 \n', '爱看英雄正义的伸张 \n', '感动美好人间的悲伤 \n', '讨厌反派无耻的混蛋 \n', '如果你也喜欢 \n', '颜值智慧遗传给姑娘 \n', '进化成我怀里的笨蛋 hu嘿嘿嘿 \n', '在这 \n', '月黑风高 迷离的夜晚 \n', '眉来眼去 讯息的交换 \n', '两个寂寞 灵魂的碰撞 \n', '我想你也在想 \n', '爱神终于降临到身旁 \n', '换掉用了三年的床单 \n', 'Hu 嘿嘿嘿 \n', '你说 \n', '欣赏我这样简简单单 \n', '佩服我的早睡早起床 \n', '崇拜我经历大风大浪 \n', '人生真的难讲 hu \n', '你要不要买一份保单 \n', '我刚好要买一份保单 \n', '年底努力中奖 ']"
"晚安晚安 - 小三金  
","['想对你说句晚安 \n', '对你说句晚安 \n', '晚安晚安呀 \n', '星星已经睡了 \n', '月亮已经睡了 \n', '只想对你说一句 \n', '晚安 \n', '无论阴天下雨 \n', '还是多云转晴 \n', '没关系 有流星 \n', '是最甜蜜的证明 \n', '无论你的表情 \n', '还是你的呼吸 \n', '想占领 你的心 \n', '每一厘米 \n', '我猜 心跳都已经乱了拍 \n', '奇怪 有小鹿跑出来 \n', '我像 一阵清风而你是海 \n', '撞进你蔚蓝色的胸怀 \n', '想对你说句晚安 对你说句晚安 \n', '对你说句 晚安晚安呀 \n', '星星已经睡了 月亮已经睡了 \n', '你会梦见谁呢 \n', '想听你说句晚安 听你说句晚安 \n', '听你说句 晚安晚安呀 \n', '关了灯的夜晚 关不掉的浪漫 \n', '只想听你说一句 \n', '晚安 \n', '无论你的表情 \n', '还是你的呼吸 \n', '想占领 你的心 \n', '每一厘米 \n', '我猜 心跳都已经乱了拍 \n', '奇怪 有小鹿跑出来 \n', '我像 一阵清风而你是海 \n', '撞进你蔚蓝色的胸怀 \n', '想对你说句晚安 对你说句晚安 \n', '对你说句晚安晚安呀 \n', '星星已经睡了 月亮已经睡了 \n', '你会梦见谁呢 \n', '想听你说句晚安 听你说句晚安 \n', '听你说句晚安晚安呀 \n', '关了灯的夜晚 关不掉的浪漫 \n', '只想听你说一句 \n', '晚安 \n', '想对你说句晚安 对你说句晚安 \n', '晚安 晚安呀 \n', '星星已经睡了 月亮已经睡了 \n', '你会梦见谁呢 \n', '想听你说句晚安 听你说句晚安 \n', '听你说句晚安晚安呀 \n', '关了灯的夜晚 关不掉的浪漫 \n', '只想听你说一句 \n', '晚安 ']"
"海底 - 一支榴莲 
","['散落的月光穿过了云 \n', '躲着人群 \n', '铺成大海的鳞 \n', '海浪打湿白裙 \n', '试图推你回去 \n', '海浪清洗血迹 \n', '妄想温暖你 \n', '往海的深处听 \n', '谁的哀鸣在指引 \n', '灵魂没入寂静 \n', '无人将你吵醒 \n', '你喜欢海风咸咸的气息 \n', '踩着湿湿的沙砾 \n', '你说人们的骨灰应该撒进海里 \n', '你问我死后会去哪里 \n', '有没有人爱你 \n', '世界能否不再 \n', '总爱对凉薄的人扯着笑脸 \n', '岸上人们脸上都挂着无关 \n', '人间毫无留恋 \n', '一切散为烟 \n', '散落的月光穿过了云 \n', '躲着人群 \n', '溜进海底 \n', '海浪清洗血迹 \n', '妄想温暖你 \n', '灵魂没入寂静 \n', '无人将你吵醒 \n', '你喜欢海风咸咸的气息 \n', '踩着湿湿的沙砾 \n', '你说人们的骨灰应该撒进海里 \n', '你问我死后会去哪里 \n', '有没有人爱你 \n', '世界已然将你抛弃 \n', '总爱对凉薄的人扯着笑脸 \n', '岸上人们脸上都挂着无关 \n', '人间毫无留恋 \n', '一切散为烟 \n', '来不及来不及 \n', '你曾笑着哭泣 \n', '来不及来不及 \n', '你颤抖的手臂 \n', '来不及来不及 \n', '无人将你打捞起 \n', '来不及来不及 \n', '你明明讨厌窒息 ']"
"白月光与朱砂痣 - 大籽 
","['从前的歌谣 \n', '都在指尖绕 \n', '得不到的美好 \n', '总在心间挠 \n', '白饭粒无处抛 \n', '蚊子血也抹不掉 \n', '触不可及刚刚好 \n', '日久天长让人恼 \n', '那时滚烫的心跳 \n', '也曾无处遁逃 \n', '像一团烈火燃烧 \n', '烧尽跨不过的桥 \n', '时光匆匆地跑 \n', '火焰化作月遥遥 \n', '再无激荡的波涛 \n', '也从不在梦里飘摇 \n', '白月光在照耀 \n', '你才想起她的好 \n', '朱砂痣久难消 \n', '你是否能知道 \n', '窗前的明月照 \n', '你独自一人远眺 \n', '白月光是年少 \n', '是她的笑 \n', '那时滚烫的心跳 \n', '也曾无处遁逃 \n', '像一团烈火燃烧 \n', '烧尽跨不过的桥 \n', '时光匆匆地跑 \n', '火焰化作月遥遥 \n', '再无激荡的波涛 \n', '也从不在梦里飘摇 \n', '白月光在照耀 \n', '你才想起她的好 \n', '朱砂痣久难消 \n', '你是否能知道 \n', '窗前的明月照 \n', '你独自一人远眺 \n', '白月光是年少 \n', '是她的笑 \n', '白月光在照耀 \n', '你才想起她的好 \n', '朱砂痣久难消 \n', '你是否能知道 \n', '窗前的明月照 \n', '你独自一人远眺 \n', '白月光是年少 \n', '是她的笑 ']"
"踏山河 - 是七叔呢 
","['秋风落日入长河 江南烟雨行舟 \n', '乱石穿空 卷起多少的烽火 \n', '万里山河都踏过 天下又入谁手 \n', '分分合合 不过几十载春秋 \n', '我在 十面埋伏 四面楚歌的时候 \n', '把酒与苍天对酌 \n', '纵然一去不回 此战又如何 \n', '谁见 万箭齐发 星火漫天夜如昼 \n', '刀光剑影交错 \n', '而我枪出如龙 乾坤撼动 \n', '一啸破苍穹 \n', '长枪刺破云霞 放下一生牵挂 \n', '望着寒月如牙 \n', '孤身纵马 生死无话 \n', '风卷残骑裂甲 血染万里黄沙 \n', '成败笑谈之间 与青史留下 \n', '我在 十面埋伏 四面楚歌的时候 \n', '把酒与苍天对酌 \n', '纵然一去不回 此战又如何 \n', '谁见 万箭齐发 星火漫天夜如昼 \n', '刀光剑影交错 \n', '而我枪出如龙 乾坤撼动 \n', '一啸破苍穹 \n', '长枪刺破云霞 放下一生牵挂 \n', '望着寒月如牙 \n', '孤身纵马 生死无话 \n', '风卷残骑裂甲 血染万里黄沙 \n', '成败笑谈之间 与青史留下 \n', '长枪刺破云霞 放下一生牵挂 \n', '望着寒月如牙 \n', '孤身纵马 生死无话 \n', '风卷残骑裂甲 血染万里黄沙 \n', '笑谈间 谁能流下 ']"
